job,marital,h_loan,p_loan,month,day_of_week,poutcome
blue-collar,married,yes,yes,apr,mon,nonexistent
blue-collar,married,yes,no,apr,mon,success
technician,single,yes,no,apr,mon,nonexistent
blue-collar,married,yes,no,apr,mon,failure
blue-collar,married,no,no,apr,mon,failure
technician,married,no,no,apr,mon,nonexistent
blue-collar,married,no,no,apr,mon,nonexistent
blue-collar,married,no,yes,apr,mon,nonexistent
blue-collar,married,yes,no,apr,mon,failure
admin.,divorced,no,yes,apr,mon,nonexistent
management,married,no,no,apr,tue,nonexistent
retired,divorced,no,no,apr,tue,nonexistent
student,single,no,no,apr,tue,nonexistent
technician,single,yes,no,apr,tue,nonexistent
blue-collar,married,yes,no,apr,tue,nonexistent
technician,married,yes,no,apr,tue,nonexistent
blue-collar,married,no,no,apr,tue,failure
blue-collar,married,yes,yes,apr,tue,nonexistent
admin.,married,no,no,apr,tue,failure
admin.,single,no,no,apr,tue,nonexistent
technician,divorced,no,no,apr,tue,nonexistent
blue-collar,married,no,no,apr,tue,failure
blue-collar,married,no,no,apr,tue,failure
admin.,married,yes,no,apr,tue,failure
student,single,no,no,apr,tue,nonexistent
admin.,married,yes,yes,apr,tue,nonexistent
admin.,married,no,no,apr,tue,nonexistent
blue-collar,married,no,yes,apr,tue,nonexistent
blue-collar,married,no,no,apr,tue,nonexistent
admin.,divorced,no,no,apr,tue,nonexistent
services,married,no,no,apr,tue,failure
self-employed,married,no,no,apr,tue,failure
blue-collar,married,yes,no,apr,tue,nonexistent
self-employed,married,no,yes,apr,tue,nonexistent
blue-collar,married,yes,no,apr,tue,nonexistent
admin.,divorced,no,no,apr,tue,nonexistent
blue-collar,single,no,no,apr,tue,nonexistent
management,divorced,no,no,apr,tue,nonexistent
admin.,single,yes,yes,apr,tue,nonexistent
admin.,married,no,no,apr,tue,nonexistent
technician,married,no,no,apr,tue,nonexistent
technician,single,no,no,apr,tue,nonexistent
technician,married,yes,no,apr,tue,nonexistent
blue-collar,married,yes,no,apr,tue,failure
technician,married,no,no,apr,tue,nonexistent
admin.,married,yes,no,apr,tue,nonexistent
retired,single,yes,no,apr,tue,nonexistent
technician,divorced,yes,no,apr,tue,failure
student,single,yes,no,apr,tue,nonexistent
blue-collar,married,yes,no,apr,tue,nonexistent
technician,divorced,no,no,apr,tue,failure
management,married,yes,no,apr,tue,nonexistent
student,single,yes,no,apr,tue,failure
admin.,single,no,no,apr,tue,nonexistent
retired,married,yes,no,apr,tue,nonexistent
retired,married,no,no,apr,tue,nonexistent
services,divorced,yes,no,apr,tue,success
blue-collar,married,no,no,apr,tue,failure
blue-collar,married,yes,yes,apr,tue,nonexistent
technician,single,no,no,apr,tue,nonexistent
services,married,no,no,apr,tue,nonexistent
services,divorced,no,no,apr,tue,failure
services,married,yes,no,apr,tue,nonexistent
services,divorced,yes,no,apr,tue,failure
admin.,single,no,no,apr,tue,nonexistent
blue-collar,married,no,no,apr,tue,nonexistent
unemployed,divorced,yes,yes,apr,tue,failure
unemployed,divorced,no,no,apr,tue,failure
retired,single,yes,yes,apr,tue,nonexistent
services,married,yes,no,apr,tue,failure
student,single,no,no,apr,tue,nonexistent
self-employed,single,no,yes,apr,tue,nonexistent
technician,married,no,no,apr,tue,nonexistent
blue-collar,married,no,no,apr,tue,nonexistent
services,married,yes,no,apr,tue,nonexistent
blue-collar,married,no,no,apr,tue,nonexistent
blue-collar,married,no,no,apr,tue,failure
services,married,yes,no,apr,tue,failure
services,divorced,no,no,apr,tue,nonexistent
services,divorced,no,no,apr,tue,nonexistent
services,divorced,yes,yes,apr,tue,nonexistent
blue-collar,married,no,no,apr,tue,nonexistent
blue-collar,married,no,no,apr,tue,nonexistent
admin.,divorced,no,no,apr,tue,failure
blue-collar,single,no,no,apr,tue,nonexistent
technician,married,yes,yes,apr,tue,nonexistent
retired,married,no,no,apr,tue,nonexistent
admin.,single,no,no,apr,tue,failure
blue-collar,married,no,no,apr,tue,failure
entrepreneur,married,yes,no,apr,tue,nonexistent
blue-collar,single,yes,no,apr,tue,nonexistent
technician,married,yes,yes,apr,wed,nonexistent
technician,single,no,yes,apr,wed,nonexistent
services,married,no,no,apr,wed,nonexistent
student,single,yes,no,apr,wed,nonexistent
student,single,yes,no,apr,wed,nonexistent
services,married,yes,no,apr,wed,nonexistent
technician,single,yes,no,apr,wed,nonexistent
technician,single,yes,no,apr,wed,nonexistent
technician,single,yes,no,apr,wed,nonexistent
housemaid,married,yes,yes,apr,wed,failure
technician,single,no,no,apr,wed,nonexistent
admin.,divorced,yes,no,apr,wed,failure
admin.,single,yes,yes,apr,wed,failure
admin.,divorced,yes,no,apr,wed,nonexistent
retired,married,yes,no,apr,wed,nonexistent
blue-collar,divorced,no,yes,apr,wed,nonexistent
technician,married,no,no,apr,wed,failure
technician,married,yes,no,apr,wed,nonexistent
technician,single,no,no,apr,wed,nonexistent
blue-collar,married,yes,no,apr,wed,nonexistent
blue-collar,married,yes,no,apr,wed,nonexistent
technician,single,yes,no,apr,wed,nonexistent
unemployed,single,yes,no,apr,wed,nonexistent
unemployed,single,no,no,apr,wed,nonexistent
blue-collar,divorced,no,no,apr,wed,nonexistent
technician,single,yes,no,apr,wed,nonexistent
blue-collar,married,yes,no,apr,wed,failure
blue-collar,married,yes,no,apr,wed,failure
technician,single,no,yes,apr,wed,nonexistent
technician,married,yes,no,apr,wed,nonexistent
blue-collar,single,yes,yes,apr,wed,failure
blue-collar,married,no,yes,apr,wed,nonexistent
services,married,no,no,apr,wed,nonexistent
blue-collar,married,yes,no,apr,wed,nonexistent
blue-collar,divorced,no,no,apr,wed,failure
admin.,married,no,yes,apr,wed,failure
blue-collar,married,yes,no,apr,wed,failure
management,married,no,yes,apr,wed,nonexistent
housemaid,married,yes,no,apr,wed,failure
retired,married,no,no,apr,wed,failure
retired,married,yes,no,apr,wed,nonexistent
blue-collar,married,yes,no,apr,wed,success
admin.,married,yes,no,apr,wed,nonexistent
blue-collar,married,yes,yes,apr,wed,failure
unemployed,divorced,no,no,apr,wed,nonexistent
retired,married,no,no,apr,wed,nonexistent
admin.,married,yes,no,apr,wed,nonexistent
admin.,single,yes,yes,apr,wed,nonexistent
admin.,married,yes,yes,apr,wed,nonexistent
admin.,single,yes,no,apr,wed,nonexistent
entrepreneur,married,no,yes,apr,wed,nonexistent
admin.,single,yes,no,apr,wed,nonexistent
technician,married,yes,no,apr,wed,nonexistent
services,married,no,yes,apr,wed,nonexistent
management,married,no,yes,apr,wed,nonexistent
retired,married,no,no,apr,wed,nonexistent
technician,single,no,no,apr,wed,nonexistent
services,married,yes,no,apr,wed,nonexistent
services,single,yes,no,apr,wed,nonexistent
admin.,single,no,no,apr,wed,nonexistent
admin.,single,yes,no,apr,wed,nonexistent
admin.,married,no,no,apr,wed,failure
student,single,yes,no,apr,wed,nonexistent
technician,married,yes,no,apr,wed,nonexistent
admin.,married,yes,no,apr,wed,nonexistent
services,divorced,yes,no,apr,wed,nonexistent
blue-collar,married,yes,yes,apr,wed,nonexistent
technician,divorced,yes,no,apr,wed,nonexistent
admin.,divorced,yes,no,apr,wed,nonexistent
technician,divorced,yes,no,apr,wed,nonexistent
technician,divorced,yes,no,apr,wed,failure
services,divorced,no,no,apr,wed,nonexistent
services,married,no,no,apr,wed,failure
admin.,single,yes,no,apr,wed,nonexistent
blue-collar,married,no,no,apr,wed,failure
admin.,single,no,no,apr,wed,nonexistent
blue-collar,married,yes,no,apr,wed,nonexistent
blue-collar,divorced,no,no,apr,wed,failure
technician,married,yes,yes,apr,wed,nonexistent
services,divorced,yes,yes,apr,wed,failure
retired,married,yes,no,apr,wed,nonexistent
admin.,divorced,no,no,apr,wed,nonexistent
technician,single,yes,no,apr,wed,nonexistent
management,single,yes,no,apr,wed,nonexistent
technician,married,yes,no,apr,wed,nonexistent
blue-collar,married,yes,no,apr,wed,nonexistent
unemployed,single,no,yes,apr,wed,nonexistent
services,married,yes,no,apr,wed,nonexistent
services,married,yes,no,apr,wed,nonexistent
services,married,yes,no,apr,wed,nonexistent
technician,married,yes,no,apr,wed,nonexistent
admin.,married,no,yes,apr,wed,nonexistent
services,married,yes,yes,apr,wed,nonexistent
services,single,yes,no,apr,wed,nonexistent
blue-collar,married,yes,no,apr,wed,nonexistent
admin.,single,no,no,apr,wed,nonexistent
admin.,single,no,no,apr,wed,nonexistent
unemployed,single,no,no,apr,wed,nonexistent
services,married,yes,no,apr,wed,failure
self-employed,married,yes,no,apr,wed,nonexistent
admin.,married,yes,no,apr,wed,nonexistent
admin.,married,yes,no,apr,wed,nonexistent
admin.,single,yes,no,apr,wed,nonexistent
student,single,yes,no,apr,thu,failure
admin.,single,yes,no,apr,thu,failure
blue-collar,divorced,yes,no,apr,thu,failure
admin.,single,yes,no,apr,thu,nonexistent
services,single,yes,no,apr,thu,nonexistent
admin.,married,yes,yes,apr,thu,nonexistent
admin.,married,no,no,apr,thu,nonexistent
services,single,yes,yes,apr,thu,nonexistent
admin.,single,yes,no,apr,thu,nonexistent
services,single,no,no,apr,thu,nonexistent
technician,single,yes,no,apr,thu,nonexistent
admin.,divorced,yes,no,apr,thu,failure
technician,married,no,no,apr,thu,nonexistent
admin.,single,yes,no,apr,thu,failure
blue-collar,married,yes,no,apr,thu,nonexistent
management,divorced,yes,no,apr,thu,nonexistent
admin.,single,yes,no,apr,thu,nonexistent
services,married,yes,no,apr,thu,nonexistent
self-employed,single,no,no,apr,thu,nonexistent
services,married,no,no,apr,thu,nonexistent
admin.,divorced,yes,no,apr,thu,failure
technician,single,no,no,apr,thu,nonexistent
services,married,yes,no,apr,thu,failure
technician,married,no,no,apr,thu,nonexistent
technician,divorced,yes,no,apr,thu,failure
services,divorced,no,no,apr,thu,nonexistent
entrepreneur,married,yes,no,apr,thu,failure
technician,single,yes,no,apr,thu,nonexistent
retired,married,yes,no,apr,thu,nonexistent
technician,single,no,no,apr,thu,nonexistent
self-employed,married,yes,no,apr,thu,nonexistent
self-employed,married,yes,no,apr,thu,failure
technician,married,no,yes,apr,thu,failure
blue-collar,married,yes,no,apr,thu,failure
services,married,no,no,apr,thu,nonexistent
technician,married,yes,yes,apr,thu,nonexistent
blue-collar,married,yes,yes,apr,thu,nonexistent
services,divorced,yes,no,apr,thu,nonexistent
admin.,married,yes,no,apr,thu,nonexistent
admin.,married,no,yes,apr,thu,failure
technician,single,yes,no,apr,thu,nonexistent
technician,single,yes,no,apr,thu,failure
self-employed,single,no,no,apr,thu,nonexistent
self-employed,single,yes,no,apr,thu,nonexistent
self-employed,single,yes,no,apr,thu,nonexistent
self-employed,single,no,no,apr,thu,nonexistent
self-employed,single,yes,no,apr,thu,failure
self-employed,single,no,no,apr,thu,nonexistent
self-employed,single,no,no,apr,thu,nonexistent
admin.,single,yes,no,apr,thu,failure
services,married,yes,no,apr,thu,failure
admin.,married,yes,no,apr,thu,failure
self-employed,married,yes,no,apr,thu,failure
blue-collar,married,yes,no,apr,thu,nonexistent
technician,divorced,yes,no,apr,thu,nonexistent
technician,single,no,no,apr,thu,failure
blue-collar,married,yes,yes,apr,thu,nonexistent
self-employed,married,yes,no,apr,thu,nonexistent
self-employed,single,no,no,apr,thu,nonexistent
admin.,married,yes,no,apr,thu,failure
entrepreneur,divorced,yes,no,apr,thu,nonexistent
technician,single,yes,no,apr,thu,nonexistent
blue-collar,married,no,no,apr,thu,nonexistent
self-employed,single,yes,no,apr,thu,nonexistent
retired,married,yes,no,apr,thu,nonexistent
blue-collar,married,yes,no,apr,thu,failure
technician,divorced,no,no,apr,thu,nonexistent
self-employed,married,yes,no,apr,thu,nonexistent
entrepreneur,married,yes,no,apr,thu,nonexistent
services,single,yes,no,apr,thu,nonexistent
technician,single,no,no,apr,thu,failure
admin.,married,yes,yes,apr,thu,nonexistent
admin.,single,no,no,apr,thu,failure
blue-collar,married,yes,no,apr,thu,failure
blue-collar,married,yes,no,apr,thu,nonexistent
admin.,married,yes,yes,apr,thu,nonexistent
services,married,no,no,apr,thu,failure
blue-collar,married,yes,no,apr,thu,failure
services,married,yes,no,apr,thu,failure
blue-collar,married,no,no,apr,thu,nonexistent
services,married,yes,no,apr,thu,failure
admin.,single,yes,no,apr,tue,nonexistent
unemployed,single,yes,no,apr,tue,nonexistent
technician,married,yes,yes,apr,tue,nonexistent
blue-collar,married,no,no,apr,tue,nonexistent
blue-collar,married,no,no,apr,tue,nonexistent
self-employed,single,no,no,apr,tue,nonexistent
admin.,married,no,no,apr,tue,nonexistent
admin.,single,yes,no,apr,tue,failure
technician,married,yes,no,apr,tue,failure
admin.,divorced,no,no,apr,tue,nonexistent
admin.,married,yes,no,apr,tue,nonexistent
admin.,single,yes,no,apr,tue,nonexistent
admin.,single,no,no,apr,tue,nonexistent
blue-collar,married,yes,no,apr,tue,failure
admin.,single,no,no,apr,tue,nonexistent
retired,divorced,no,yes,apr,tue,nonexistent
blue-collar,married,yes,no,apr,tue,failure
admin.,single,yes,no,apr,tue,nonexistent
blue-collar,married,no,no,apr,tue,failure
admin.,single,yes,no,apr,tue,nonexistent
admin.,married,yes,no,apr,tue,nonexistent
admin.,single,yes,no,apr,tue,nonexistent
services,single,yes,yes,apr,tue,nonexistent
blue-collar,married,no,no,apr,tue,failure
blue-collar,divorced,yes,no,apr,tue,nonexistent
self-employed,single,yes,no,apr,tue,nonexistent
admin.,single,no,no,apr,tue,nonexistent
blue-collar,married,yes,no,apr,tue,nonexistent
admin.,single,no,no,apr,tue,failure
unemployed,single,yes,no,apr,tue,nonexistent
services,single,yes,no,apr,tue,nonexistent
blue-collar,single,yes,no,apr,tue,failure
admin.,single,yes,yes,apr,tue,nonexistent
services,single,yes,no,apr,tue,failure
blue-collar,single,yes,no,apr,tue,nonexistent
services,single,yes,no,apr,tue,nonexistent
services,single,yes,no,apr,tue,nonexistent
retired,married,no,no,apr,tue,nonexistent
self-employed,married,yes,no,apr,tue,nonexistent
self-employed,single,no,no,apr,tue,nonexistent
services,single,yes,no,apr,tue,failure
services,single,no,no,apr,tue,nonexistent
admin.,single,yes,no,apr,tue,failure
admin.,single,no,yes,apr,tue,nonexistent
admin.,married,no,no,apr,tue,nonexistent
self-employed,married,no,no,apr,tue,nonexistent
unemployed,single,yes,no,apr,tue,nonexistent
unemployed,single,yes,no,apr,tue,nonexistent
unemployed,single,yes,no,apr,tue,nonexistent
blue-collar,single,yes,no,apr,tue,nonexistent
admin.,married,no,no,apr,tue,nonexistent
blue-collar,married,no,no,apr,tue,nonexistent
admin.,single,yes,yes,apr,tue,nonexistent
technician,married,yes,no,apr,tue,nonexistent
technician,married,yes,no,apr,tue,nonexistent
blue-collar,married,yes,no,apr,tue,nonexistent
management,married,no,no,apr,tue,nonexistent
admin.,married,no,no,apr,tue,nonexistent
admin.,married,yes,no,apr,tue,nonexistent
blue-collar,married,yes,no,apr,tue,nonexistent
blue-collar,divorced,no,no,apr,tue,nonexistent
admin.,married,yes,yes,apr,tue,nonexistent
admin.,married,yes,yes,apr,tue,nonexistent
retired,married,no,no,apr,tue,nonexistent
admin.,single,no,no,apr,tue,nonexistent
blue-collar,single,no,no,apr,tue,nonexistent
self-employed,married,yes,no,apr,tue,failure
technician,married,no,no,apr,tue,nonexistent
blue-collar,single,no,no,apr,tue,failure
blue-collar,single,no,no,apr,tue,failure
admin.,married,yes,no,apr,tue,nonexistent
management,married,yes,yes,apr,tue,nonexistent
retired,married,yes,no,apr,tue,nonexistent
services,married,yes,no,apr,tue,nonexistent
admin.,single,yes,yes,apr,tue,failure
admin.,married,no,no,apr,tue,failure
blue-collar,married,yes,no,apr,tue,nonexistent
admin.,married,yes,yes,apr,tue,nonexistent
retired,divorced,yes,no,apr,tue,nonexistent
unemployed,single,yes,no,apr,tue,nonexistent
admin.,single,yes,no,apr,tue,nonexistent
technician,single,no,yes,apr,tue,nonexistent
admin.,single,yes,no,apr,tue,nonexistent
admin.,married,yes,no,apr,tue,nonexistent
blue-collar,married,yes,no,apr,tue,failure
blue-collar,married,yes,yes,apr,tue,nonexistent
blue-collar,married,yes,no,apr,tue,nonexistent
admin.,divorced,yes,no,apr,wed,failure
admin.,married,yes,yes,apr,wed,nonexistent
retired,married,yes,no,apr,wed,nonexistent
retired,married,no,no,apr,wed,nonexistent
technician,single,yes,no,apr,wed,nonexistent
admin.,married,yes,no,apr,wed,nonexistent
student,single,yes,no,apr,wed,nonexistent
self-employed,divorced,yes,no,apr,wed,failure
entrepreneur,married,yes,no,apr,wed,nonexistent
technician,divorced,no,no,apr,wed,failure
unemployed,single,yes,no,apr,wed,failure
technician,divorced,yes,no,apr,wed,nonexistent
retired,married,no,no,apr,wed,failure
blue-collar,married,yes,no,apr,wed,nonexistent
blue-collar,married,no,yes,apr,wed,nonexistent
management,married,no,no,apr,wed,failure
student,single,yes,yes,apr,wed,nonexistent
admin.,married,yes,no,apr,wed,failure
retired,divorced,yes,no,apr,wed,nonexistent
admin.,married,no,yes,apr,wed,failure
services,married,yes,no,apr,wed,nonexistent
management,single,yes,no,apr,wed,nonexistent
unemployed,single,no,no,apr,wed,nonexistent
self-employed,divorced,yes,no,apr,wed,nonexistent
retired,married,yes,no,apr,wed,nonexistent
management,married,yes,no,apr,wed,nonexistent
management,married,yes,yes,apr,wed,nonexistent
management,single,yes,no,apr,wed,nonexistent
retired,married,no,no,apr,wed,nonexistent
retired,married,no,no,apr,wed,nonexistent
technician,married,no,no,apr,wed,nonexistent
entrepreneur,single,yes,no,apr,wed,nonexistent
technician,single,yes,no,apr,wed,failure
technician,married,yes,no,apr,wed,nonexistent
technician,single,no,no,apr,wed,nonexistent
services,single,no,no,apr,wed,nonexistent
admin.,married,yes,no,apr,wed,nonexistent
services,married,yes,yes,apr,wed,failure
admin.,married,yes,no,apr,wed,nonexistent
entrepreneur,married,yes,no,apr,wed,failure
technician,married,yes,no,apr,wed,failure
housemaid,married,no,no,apr,wed,nonexistent
blue-collar,divorced,no,no,apr,wed,nonexistent
admin.,divorced,no,no,apr,wed,nonexistent
management,married,no,no,apr,wed,nonexistent
admin.,single,yes,no,apr,wed,nonexistent
unemployed,single,no,no,apr,wed,nonexistent
unemployed,single,yes,no,apr,wed,nonexistent
unemployed,divorced,no,no,apr,wed,nonexistent
housemaid,married,yes,no,apr,wed,nonexistent
blue-collar,married,no,no,apr,wed,nonexistent
technician,single,yes,no,apr,wed,nonexistent
retired,divorced,yes,no,apr,wed,nonexistent
admin.,single,no,no,apr,wed,nonexistent
retired,married,yes,no,apr,wed,nonexistent
unemployed,single,yes,no,apr,wed,nonexistent
technician,single,yes,no,apr,wed,nonexistent
admin.,single,yes,yes,apr,wed,nonexistent
retired,married,no,no,apr,wed,nonexistent
retired,married,yes,no,apr,wed,nonexistent
technician,single,no,no,apr,wed,nonexistent
admin.,married,yes,no,apr,wed,nonexistent
blue-collar,married,yes,no,apr,wed,failure
admin.,married,no,no,apr,wed,nonexistent
blue-collar,married,no,no,apr,wed,nonexistent
admin.,married,yes,no,apr,wed,nonexistent
technician,married,yes,no,apr,wed,failure
admin.,single,yes,no,apr,wed,nonexistent
technician,married,no,no,apr,wed,nonexistent
technician,married,yes,no,apr,wed,nonexistent
retired,divorced,yes,no,apr,wed,nonexistent
admin.,married,no,no,apr,wed,nonexistent
management,married,no,no,apr,wed,failure
student,single,no,no,apr,wed,nonexistent
student,single,no,no,apr,wed,nonexistent
student,single,no,no,apr,wed,nonexistent
admin.,married,no,no,apr,wed,nonexistent
admin.,single,yes,yes,apr,wed,nonexistent
admin.,single,no,no,apr,wed,nonexistent
blue-collar,single,yes,no,apr,wed,nonexistent
services,married,yes,no,apr,wed,nonexistent
blue-collar,married,no,no,apr,wed,failure
management,married,yes,no,apr,wed,nonexistent
admin.,married,yes,no,apr,wed,nonexistent
entrepreneur,married,yes,no,apr,wed,nonexistent
admin.,married,no,no,apr,wed,failure
retired,married,no,yes,apr,wed,failure
management,single,no,no,apr,wed,nonexistent
management,married,no,no,apr,wed,nonexistent
blue-collar,married,no,no,apr,wed,nonexistent
blue-collar,married,no,no,apr,wed,failure
retired,married,yes,no,apr,wed,nonexistent
technician,single,yes,no,apr,wed,nonexistent
blue-collar,single,no,no,apr,wed,failure
technician,single,no,no,apr,wed,success
admin.,married,yes,no,apr,wed,failure
services,single,yes,yes,apr,wed,nonexistent
management,married,no,no,apr,wed,nonexistent
entrepreneur,married,no,no,apr,thu,nonexistent
entrepreneur,married,yes,no,apr,thu,nonexistent
retired,married,yes,no,apr,thu,nonexistent
blue-collar,married,no,no,apr,thu,nonexistent
blue-collar,married,no,no,apr,thu,nonexistent
entrepreneur,married,no,no,apr,thu,nonexistent
admin.,married,yes,no,apr,thu,nonexistent
blue-collar,married,yes,yes,apr,thu,nonexistent
management,single,no,no,apr,thu,failure
blue-collar,married,no,no,apr,thu,nonexistent
services,married,yes,no,apr,thu,failure
admin.,married,yes,yes,apr,thu,nonexistent
management,single,yes,no,apr,thu,nonexistent
technician,married,yes,no,apr,thu,nonexistent
entrepreneur,married,yes,no,apr,thu,failure
admin.,single,no,no,apr,thu,nonexistent
blue-collar,married,yes,no,apr,thu,failure
blue-collar,married,yes,no,apr,thu,nonexistent
blue-collar,married,yes,no,apr,thu,failure
retired,married,yes,no,apr,thu,nonexistent
retired,married,no,no,apr,thu,failure
admin.,single,no,no,apr,thu,nonexistent
blue-collar,married,no,yes,apr,thu,nonexistent
admin.,married,yes,no,apr,thu,nonexistent
services,married,yes,yes,apr,thu,failure
services,divorced,no,no,apr,thu,nonexistent
entrepreneur,divorced,no,yes,apr,thu,failure
entrepreneur,married,no,no,apr,thu,nonexistent
entrepreneur,married,no,no,apr,thu,failure
retired,married,no,no,apr,thu,failure
technician,married,yes,no,apr,thu,nonexistent
blue-collar,divorced,yes,no,apr,thu,failure
services,single,yes,no,apr,thu,nonexistent
services,single,yes,no,apr,thu,nonexistent
services,single,yes,no,apr,thu,nonexistent
admin.,married,no,no,apr,thu,nonexistent
blue-collar,married,yes,no,apr,thu,failure
blue-collar,married,yes,no,apr,thu,failure
entrepreneur,divorced,no,no,apr,thu,nonexistent
blue-collar,single,yes,no,apr,thu,nonexistent
blue-collar,single,yes,no,apr,thu,nonexistent
services,married,no,no,apr,thu,failure
blue-collar,married,yes,no,apr,thu,nonexistent
blue-collar,married,yes,no,apr,thu,failure
blue-collar,married,yes,yes,apr,thu,nonexistent
blue-collar,married,yes,no,apr,thu,failure
entrepreneur,married,yes,no,apr,thu,nonexistent
blue-collar,single,yes,no,apr,thu,nonexistent
blue-collar,married,no,no,apr,thu,failure
blue-collar,single,no,no,apr,thu,nonexistent
blue-collar,married,no,no,apr,thu,success
technician,divorced,yes,no,apr,thu,failure
management,single,yes,no,apr,thu,nonexistent
blue-collar,married,yes,no,apr,thu,nonexistent
blue-collar,married,yes,no,apr,thu,nonexistent
technician,divorced,yes,no,apr,thu,nonexistent
blue-collar,married,yes,no,apr,thu,failure
blue-collar,divorced,no,no,apr,thu,nonexistent
admin.,single,yes,no,apr,thu,nonexistent
admin.,married,yes,no,apr,thu,failure
management,single,yes,no,apr,thu,nonexistent
blue-collar,married,yes,no,apr,thu,failure
blue-collar,single,yes,no,apr,thu,failure
technician,married,yes,no,apr,thu,failure
management,married,no,no,apr,thu,nonexistent
blue-collar,married,yes,no,apr,thu,nonexistent
admin.,married,no,no,apr,thu,nonexistent
entrepreneur,married,yes,no,apr,thu,nonexistent
admin.,married,no,yes,apr,thu,nonexistent
blue-collar,single,yes,no,apr,thu,failure
services,divorced,no,yes,apr,thu,failure
services,married,yes,no,apr,thu,nonexistent
blue-collar,married,no,no,apr,thu,failure
management,married,no,no,apr,thu,nonexistent
management,married,no,yes,apr,thu,nonexistent
admin.,single,yes,no,apr,thu,nonexistent
blue-collar,married,yes,no,apr,thu,nonexistent
admin.,single,no,no,apr,thu,failure
admin.,single,yes,no,apr,thu,nonexistent
technician,divorced,yes,no,apr,thu,nonexistent
blue-collar,married,yes,no,apr,thu,failure
blue-collar,married,yes,no,apr,thu,nonexistent
entrepreneur,married,yes,no,apr,thu,nonexistent
blue-collar,married,no,no,apr,thu,success
blue-collar,married,yes,no,apr,thu,failure
technician,single,yes,no,apr,thu,failure
admin.,married,no,no,apr,thu,nonexistent
technician,married,yes,no,apr,thu,nonexistent
admin.,single,no,no,apr,thu,nonexistent
admin.,single,no,no,apr,thu,nonexistent
self-employed,divorced,yes,yes,apr,thu,nonexistent
admin.,single,yes,yes,apr,thu,nonexistent
management,married,no,no,apr,thu,nonexistent
management,married,no,no,apr,thu,nonexistent
admin.,single,yes,no,apr,thu,nonexistent
blue-collar,married,yes,yes,apr,thu,failure
blue-collar,married,yes,no,apr,thu,nonexistent
self-employed,married,yes,no,apr,thu,failure
admin.,single,no,no,apr,thu,nonexistent
retired,married,no,no,apr,thu,nonexistent
blue-collar,married,no,no,apr,thu,nonexistent
admin.,single,no,no,apr,thu,nonexistent
admin.,single,no,no,apr,thu,failure
blue-collar,married,yes,no,apr,thu,failure
student,single,no,no,apr,thu,nonexistent
blue-collar,married,yes,no,apr,thu,nonexistent
retired,married,yes,no,apr,thu,nonexistent
entrepreneur,married,yes,no,apr,thu,nonexistent
student,single,yes,no,apr,thu,nonexistent
blue-collar,married,yes,yes,apr,thu,failure
blue-collar,married,yes,no,apr,thu,nonexistent
blue-collar,divorced,no,no,apr,thu,nonexistent
admin.,single,yes,no,apr,thu,nonexistent
services,married,yes,no,apr,thu,nonexistent
blue-collar,married,yes,no,apr,thu,failure
self-employed,married,yes,no,apr,thu,nonexistent
entrepreneur,married,yes,no,apr,thu,nonexistent
technician,married,no,no,apr,thu,nonexistent
blue-collar,married,yes,no,apr,thu,failure
blue-collar,married,yes,no,apr,thu,nonexistent
blue-collar,married,yes,no,apr,thu,failure
blue-collar,single,yes,no,apr,thu,nonexistent
student,single,yes,no,apr,thu,nonexistent
entrepreneur,married,no,no,apr,thu,nonexistent
admin.,married,yes,no,apr,thu,failure
blue-collar,married,yes,no,apr,thu,nonexistent
technician,married,no,yes,apr,thu,nonexistent
technician,divorced,yes,no,apr,thu,failure
admin.,divorced,yes,no,apr,thu,nonexistent
services,married,yes,no,apr,thu,nonexistent
blue-collar,married,yes,no,apr,thu,nonexistent
unemployed,married,yes,no,apr,thu,nonexistent
services,divorced,yes,no,apr,thu,nonexistent
admin.,married,yes,no,apr,thu,failure
admin.,single,no,no,apr,thu,failure
blue-collar,single,yes,no,apr,thu,nonexistent
services,divorced,no,yes,apr,thu,nonexistent
blue-collar,married,yes,no,apr,thu,failure
management,married,yes,no,apr,thu,failure
blue-collar,married,no,no,apr,thu,nonexistent
admin.,single,yes,no,apr,thu,nonexistent
services,single,yes,no,apr,thu,nonexistent
admin.,single,yes,no,apr,thu,nonexistent
management,married,no,no,apr,thu,failure
management,married,yes,no,apr,thu,nonexistent
technician,married,yes,yes,apr,thu,nonexistent
technician,married,no,no,apr,thu,nonexistent
retired,married,yes,yes,apr,thu,nonexistent
blue-collar,married,yes,no,apr,thu,nonexistent
admin.,single,yes,no,apr,thu,nonexistent
services,single,yes,no,apr,thu,nonexistent
admin.,single,no,no,apr,thu,nonexistent
services,divorced,yes,no,apr,thu,nonexistent
blue-collar,married,no,no,apr,thu,nonexistent
entrepreneur,married,yes,yes,apr,thu,nonexistent
admin.,married,yes,yes,apr,thu,nonexistent
blue-collar,married,no,no,apr,thu,failure
admin.,married,yes,no,apr,thu,nonexistent
services,divorced,no,no,apr,thu,failure
services,single,no,no,apr,thu,nonexistent
admin.,married,no,no,apr,thu,nonexistent
unemployed,married,yes,no,apr,thu,failure
blue-collar,married,yes,yes,apr,thu,nonexistent
blue-collar,divorced,no,no,apr,thu,nonexistent
admin.,single,yes,yes,apr,thu,success
entrepreneur,married,no,no,apr,thu,nonexistent
technician,married,yes,no,apr,thu,nonexistent
